Neighbourhood Name,NeighbourhoodNumber,Number,income2019,Population,Distress Calls,DCoverPopulation,PopPe,ARHr2022,CrimeRate,Common Language,NonIm,Im,1atotalPop,1a0to4,1a5to9,1a10to14,1a15to19,1a20to24,1a25to29,1a30to34,1a35to39,1a40to44,1a45to49,1a50to54,1a55to59,1a60to64,1a65to69,1a70to74,1a75to79,1a80to84,1a85to89,1a90to94,1a95to99,1a100to,2averageAge,2averageAgeM,4avgIncome,4tax,4market,4employment,4gov,4ei,4covid,4avgIncomeM,4taxM,4marketM,4employmentM,4govM,4eiM,4covidM,8owner,8renter,11a,11aM,12a,12aM,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,OVERDOSE_2014,OVERDOSE_2015,OVERDOSE_2016,OVERDOSE_2017,OVERDOSE_2018,OVERDOSE_2019,OVERDOSE_2020,OVERDOSE_2021,OVERDOSE_2022,OVERDOSE_2023,SUICIDE_2014,SUICIDE_2015,SUICIDE_2016,SUICIDE_2017,SUICIDE_2018,SUICIDE_2019,SUICIDE_2020,SUICIDE_2021,SUICIDE_2022,SUICIDE_2023,CRISIS_2014,CRISIS_2015,CRISIS_2016,CRISIS_2017,CRISIS_2018,CRISIS_2019,CRISIS_2020,CRISIS_2021,CRISIS_2022,CRISIS_2023,POPULATION_2014,POPULATION_2015,POPULATION_2016,POPULATION_2017,POPULATION_2018,POPULATION_2019,POPULATION_2020,POPULATION_2021,POPULATION_2022,POPULATION_2023
Broadview North,057,57,36000,10955,1369,0.124965769,1.016477168,501.9336789,1.00102089,Greek,0.542218165,0.457781835,10975,495,505,470,350,570,710,930,975,900,860,845,795,680,595,555,345,220,130,35,10,0,42.6,42.4,54050,44520,50800,52050,11250,6500,10350,38800,35600,35200,38400,9400,5560,10000,0.309004739,0.690995261,1189000,1100000,1354,1300,409.8361,487.4359,387.5316,476.4293,471.2302,566.0377,508.5719,453.4213,477.2484,663.9344482,16.728,33.61627,58.9722,50.15045,49.60318,24.61034,57.41941,82.44023,82.44023,139.3442688,33.45601,75.6366,134.7936,83.58408,8.267196,106.6448,287.097,82.44023,82.44023,90.1639328,117.096,176.4854,134.7936,200.6018,66.13757,205.0861,205.0693,148.3924,148.1116,180.3278656,0,0,0,8,8.267196,0,0,8.244023,8.228421,0,75.27601,92.6706,41.79204,57.87037,41.01723,24.60832,82.44023,16.45684,33.61627,24.59016418,0,0,8.4246,8.358409,0,0,0,8.244023,16.45684,0,125.46,201.6976,202.1904,100.3009,132.2751,213.2896,262.4887,181.3685,123.4263,229.508194,0,16.80814,16.8492,8.358409,8.267196,8.203445,49.21664,8.244023,24.68526,24.59016418,50.1840073,25.2122024,33.69839876,108.6593119,107.4735461,90.23789734,123.0415886,156.6364369,139.8831573,139.3442669,242.5560353,403.3952384,269.5871901,518.2213339,702.7116475,492.2067128,410.1386285,618.3017245,592.4463134,680.3278914,526.9320766,453.8196432,362.2577866,442.9956564,719.2460392,623.4618362,574.19408,502.8854026,650.0452606,606.5573971,11956,11899,11870,11964,12096,12190,12191,12130,12153,12200
Old East York,058,58,44400,9160,615,0.067139738,1.003900813,756.1436673,1.298995852,Greek,0.667030568,0.332969432,9170,400,470,550,495,440,445,515,630,755,670,720,790,620,505,445,270,230,170,35,15,0,43,44,63800,51750,59900,63450,10760,6680,10420,44400,40000,40000,44800,9200,5600,10000,0.657718121,0.342281879,1257000,1200000,1404,1210,495.5192,528.5971,422.119,419.5511,604.6075,466.5146,291.4542,367.3769,682.6297,660.3773804,31.62889,52.85971,63.31786,,93.81841,41.46796,83.27261,199.4332,199.4332,335.4297791,42.17185,21.14388,10.55298,52.44389,31.2728,0,83.27261,41.98594,41.98594,62.89308167,221.4022,116.2914,274.3774,178.3092,291.8795,134.7709,156.1362,62.9789,231.0439,73.3752594,0,0,11,0,10.42427,0,0,0,0,0,179.2304,84.42381,41.95511,62.5456,93.30293,52.04538,73.47539,73.51397,42.28777,62.89308167,0,10.57194,10.55298,10.48878,10.42427,0,10.40908,0,21.00399,20.96436119,369.0037,338.3022,179.4006,220.2643,208.4854,373.2117,291.4542,220.4262,367.5698,283.0188599,42.17185,31.71583,21.10595,20.97755,0,31.10098,41.63631,52.48242,10.502,10.4821806,31.62888677,21.14388428,52.76488085,20.97755432,31.27280399,51.83495754,62.45446341,73.47538452,21.00399006,31.44654192,326.83183,296.0143799,422.1190468,367.1072006,239.758164,352.4777113,218.590622,230.9226371,315.0598509,387.8406837,253.0310942,359.4460327,168.8476187,167.8204346,323.1523079,279.9087707,437.1812439,493.3347246,430.5817962,335.4297805,9485,9459,9476,9534,9593,9646,9607,9527,9522,9540
Danforth-East York,059,59,45600,17065,1588,0.093055962,1.017938776,420.9226625,0.988440488,Greek,0.661002051,0.338997949,17055,1015,1155,905,770,665,755,1160,1505,1585,1315,1225,1175,995,910,765,380,410,210,125,20,10,41.2,42,67200,53950,65400,70000,9930,7780,10130,46400,41200,45200,52800,7200,6000,10000,0.691366906,0.308633094,1130000,1000000,1396,1230,428.4735,319.6165,284.2686,463.303,470.3774,489.6233,329.0758,342.5811,392.8611,570.3740845,34.27788,57.07437,68.22446,50.85033,78.39624,50.07511,89.2409,89.85735,89.85735,285.1870422,28.5649,22.82975,119.3928,50.85033,50.39758,66.76682,117.1287,123.5539,123.5539,22.36761093,177.1024,136.9785,238.7856,141.2509,100.7952,133.5336,184.0593,129.1699,151.5322,67.10283661,0,0,0,0,0,0,5.577556,0,0,0,22.85192,34.11223,56.50037,61.59704,61.20292,50.198,33.69651,28.06151,57.07437,22.36761093,0,0,0,5.650037,5.599731,5.563901,0,5.616085,0,0,342.7788,376.6908,244.471,107.3507,212.7898,461.8038,329.0758,325.7329,336.7381,251.6356354,5.71298,17.12231,22.74149,0,16.79919,44.51121,27.88778,22.46434,16.83691,22.36761093,68.55575683,51.36693028,51.16834534,113.0007339,50.39757974,66.76681657,55.77556029,67.39301237,39.2861145,44.73522231,268.5100476,222.5900312,227.4148682,316.4020549,347.1833271,261.5033649,351.3860298,292.0363869,291.8397077,324.3303618,548.4460547,439.4726258,551.4810553,559.3536328,671.9677299,561.9540394,574.488271,578.4566895,712.7623631,536.8226678,17504,17521,17589,17699,17858,17973,17929,17806,17818,17883
Woodbine-Lumsden,060,60,46000,7915,510,0.064434618,1.000491547,577.324653,0.99056335,Yue (Cantonese),0.668982944,0.331648768,7925,480,450,360,290,320,410,680,750,630,625,505,610,530,460,350,215,125,95,40,0,0,41.5,41.6,61550,50520,60000,64000,10150,7240,10000,46400,41200,46400,52800,8000,5760,10000,0.662721893,0.337278107,1029000,1000000,1336,1290,626.7666,506.1104,444.4445,417.434,499.5127,424.6027,377.2207,404.8583,515.9072,393.072113,24.57908,74.06493,24.69136,12.27747,24.36647,97.05205,48.67365,110.4159,110.4159,196.5360565,61.44771,37.03247,86.41975,24.55494,73.09942,97.05205,85.17888,36.8053,36.8053,61.4175148,442.4235,222.1948,172.8395,122.7747,170.5653,121.3151,146.0209,134.9528,73.70102,147.4020386,0,12,0,12,0,12.13151,0,0,0,12.28350353,61.44771,37.03704,73.66483,73.09942,36.39452,73.01047,24.53687,61.41751,86.40909,,0,0,12.34568,12.27747,12.18324,0,0,0,0,0,602.1876,432.0454,444.4445,208.717,414.23,424.6027,462.3996,392.5899,601.8917,159.6855469,24.57908,37.03247,74.07407,0,36.54971,60.65753,12.16841,0,12.2835,49.13401413,49.15816483,37.03246475,37.03703817,49.10988482,73.09941436,72.78903286,36.50523228,85.8790348,36.85050927,36.85051059,319.5280714,246.8830983,259.2592672,380.6016074,219.2982431,376.0766698,304.210269,282.1739715,257.9535649,319.3710918,294.948989,246.8830983,407.4074198,368.3241362,194.9317716,266.8931205,279.8734475,429.395174,233.3865587,380.7886095,8137,8101,8100,8145,8208,8243,8218,8151,8141,8141
Taylor Massey,061,61,27800,15025,1778,0.118336106,1.004163056,779.6547243,0.910016367,Bengali,0.383028286,0.616306156,15025,990,860,830,725,940,1230,1355,1355,1250,1005,945,940,865,650,470,265,190,110,40,10,0,37.8,37.2,40720,35960,36000,37160,11980,6620,10510,32400,30800,25200,26800,11100,5760,10500,0.336106489,0.663893511,658000,540000,1326,1300,739.406,591.9372,604.5874,619.8475,756.132,703.8375,686.9059,717.6442,711.5896,891.2545776,74.56195,56.07826,37.39716,30.99238,73.76898,67.32358,85.86324,123.7318,123.7318,173.2994995,55.92146,49.84734,56.09574,30.99238,104.5061,24.4813,104.2625,105.172,105.172,99.02828217,198.8319,442.3952,261.7801,167.3588,252.044,385.5805,190.1257,98.9854,154.6934,111.4068222,0,6,6,6,0,6.120326,0,0,6.187736,0,155.3374,105.9586,111.5726,110.6535,79.56423,165.5934,61.86588,61.87736,255.4676,173.2994995,12.42699,0,12.46572,12.39695,6.147415,12.24065,18.39926,12.37317,18.56321,6.189267635,186.4049,292.8531,218.1501,235.5421,184.4225,287.6553,343.4529,334.0757,185.6321,204.2458344,24.85398,18.69275,31.1643,12.39695,24.58966,18.36098,49.0647,61.86588,24.75094,18.56780434,86.98894187,74.77101408,118.4243365,92.97713013,92.21122183,140.7674927,128.7948532,241.2769175,80.44056343,99.0282864,223.6858505,305.3149742,349.0401498,260.3359644,374.9923021,244.8130307,349.5860301,668.151464,674.4631857,643.6838616,565.4281222,355.1623169,785.340337,520.6719287,399.5819613,446.7837811,815.700737,723.8307526,748.7160135,606.5482542,16094,16049,16044,16133,16267,16339,16305,16164,16161,16157
East End Danforth,062,62,45200,21840,2997,0.137225275,1.056217783,1049.580607,1.0745232,Yue (Cantonese),0.705653468,0.294117647,21850,1170,1340,1225,1060,1040,1255,1610,1935,1810,1680,1705,1745,1285,1095,890,525,250,160,60,10,0,40.1,40.8,66800,53050,66100,67800,10110,6770,10390,46000,41200,46400,48800,7600,5480,10500,0.546315789,0.453684211,1089000,1000000,1272,1210,821.0028,880.7714,771.1489,784.421,817.5734,811.8539,636.0424,809.0901,948.575,947.3729858,92.76868,64.89894,106.2061,114.0147,143.7492,88.72721,123.6749,172.429,172.429,217.287384,185.5374,213.2394,235.5005,173.3023,202.1472,137.5272,216.4311,185.6928,185.6928,117.3351898,371.0747,417.2075,355.5597,287.317,354.8807,275.0544,269.4346,296.2242,303.017,191.2128906,13.91530219,0,0,0,4.492161,0,0,8.842515,0,8.691494942,157.7068,193.9416,191.5447,143.7492,119.7817,114.841,123.7952,101.0057,152.9761,73.87770844,4.638434,0,9.235316,9.121175,8.984323,8.872721,8.833922,8.842515,8.783101,4.345747471,361.7979,533.0984,360.1773,300.9988,431.2475,297.2361,485.8657,366.9644,342.541,278.1278381,18.55374,41.72075,50.79424,41.04529,35.93729,39.92724,22.08481,35.37006,52.69861,30.42023468,64.93807518,46.35638749,69.26486809,145.9387945,130.2726789,137.5271707,154.5936436,287.3817252,298.6254508,169.484158,273.6676025,324.4947124,304.7654196,369.4075736,336.9121007,403.7087913,419.6113184,420.0194445,439.1550747,534.5269599,872.025581,764.8803936,863.5020221,729.6939726,736.7144601,856.2175463,1015.901087,764.8775148,843.1777434,647.5163986,21559,21572,21656,21927,22261,22541,22640,22618,22771,23011
The Beaches,063,63,60400,21510,1822,0.084704788,1.03990562,611.8881119,1.284655592,Spanish,0.783306208,0.216926296,21510,1090,1245,1325,1220,985,830,1285,1525,1725,1655,1730,1650,1570,1270,1070,685,365,205,65,15,0,42,43.6,108800,76400,108700,112100,8870,6980,9660,61200,52000,59200,60400,5760,5760,9000,0.633616119,0.366383881,1608000,1500000,1762,1580,399.9637,500.1591,380.8315,506.8401,442.8306,368.2111,380.8607,399.5258,524.4755,489.2410278,36.36033,109.1256,31.73596,49.33842,141.7058,92.05278,105.065,131.7118,131.7118,251.1148682,240.8872,81.84422,403.5,139.0446,163.8473,162.1882,205.7523,92.19827,92.19827,108.2391663,204.5269,190.9698,349.0955,152.5006,190.4171,254.241,280.1734,171.2254,192.3077,168.8531036,0,0,0,0,0,0,0,0,0,4.329566479,77.2657,72.53933,215.2949,48.71136,70.13545,30.64396,74.6367,87.41259,63.65662,69.27306366,0,0,0,0,0,8.766932,0,0,0,0,313.6078,445.5963,294.691,278.0893,438.4023,236.7071,267.0402,210.7389,301.5734,212.1487579,36.36033,22.73451,13.60112,31.39717,22.14153,39.45119,43.77709,35.12315,34.96503,69.27306366,68.17562277,9.093802713,49.8707893,62.79434717,44.28305664,74.51891726,74.42104786,149.2733939,69.93006683,77.93219912,209.0719098,190.969857,253.8876546,331.9129779,332.1229248,324.3764634,297.6841914,280.9852121,275.3496381,246.7852972,504.4996085,418.3149248,471.5056443,601.0316087,637.6760156,416.4292435,722.3219351,640.997515,524.4755012,419.9679619,22002,21993,22057,22295,22582,22813,22843,22777,22880,23097
Woodbine Corridor,064,64,49200,12205,1960,0.160589922,1.053587095,899.3349456,1.168986593,Yue (Cantonese),0.742318722,0.258090946,12205,750,800,765,580,450,600,905,1130,1095,1050,985,865,730,600,405,230,135,75,55,0,0,39.3,40.8,72100,56500,71900,75500,9510,7980,10260,50000,44800,52000,58000,6080,6160,10000,0.598853868,0.401146132,1145000,1100000,1250,1160,724.58,591.8561,654.7155,617.3792,732.6566,771.0916,536.3753,591.7609,831.318,767.956604,55.73692,78.91414,77.94232,38.5862,91.58208,60.47778,83.1004,98.62681,98.62681,240.9275665,39.81209,110.4798,233.827,138.9103,160.2686,181.4333,241.7466,144.1469,144.1469,67.76087952,254.7974,197.2854,405.3001,231.5172,183.1642,249.4708,256.8558,235.187,181.3785,188.2246704,0,24,0,0,0,0,7.554582,7.586678,7.557436,0,103.5114,70.14809,146.6276,206.0597,90.71666,45.32749,60.69342,60.45949,126.2626,52.70290756,0,15.78283,7.794232,0,0,15.11944,0,0,7.557436,7.528986454,326.4591,299.8737,226.0327,300.9724,610.5472,514.0611,407.9474,257.9471,309.8549,255.9855499,15.92484,23.67424,46.76539,23.15172,53.42288,22.67916,30.21833,15.17336,37.78718,22.58695984,103.5114223,118.3712158,155.8846465,77.17240143,61.05471802,113.3958256,90.65498116,220.0136547,188.9359075,82.81884945,278.6845985,284.090918,319.5635252,463.0344086,328.1691093,476.2624673,453.2749058,842.12123,438.3313055,391.5072883,668.8430364,702.3358805,896.3367171,902.9170967,1015.034687,1050.801317,1140.741846,1282.148539,1073.155955,978.7682208,12559,12672,12830,12958,13103,13228,13237,13181,13232,13282
Greenwood-Coxwell,065,65,43600,14120,1614,0.114305949,1.031292207,993.9837824,1.148642465,Yue (Cantonese),0.70184136,0.29815864,14110,915,935,700,505,560,835,1365,1450,1195,1100,930,890,860,750,475,290,190,110,35,20,0,39.3,38.8,64200,51450,64300,68100,9960,7120,10090,44800,40000,46400,53600,7150,5520,10000,0.589892295,0.410107705,1083000,1000000,1378,1230,755.3278,964.1966,678.7634,519.4459,797.1014,841.8168,776.9653,741.5185,765.106,824.675354,114.648,114.6248,87.36559,86.57432,111.9895,189.2456,195.8736,118.118,118.118,188.3116913,107.904,168.5658,248.6559,179.8082,171.278,254.5027,365.6307,393.7266,393.7266,103.8961029,323.7119,229.2495,416.6667,219.7656,250.3294,313.2341,267.6939,249.3602,228.8778,149.350647,13.48799568,0,0,0,6.587615,0,0,0,6.539367,6.493506432,107.904,94.08602,166.4891,131.7523,71.78282,150.1698,98.43166,222.3385,121.3674,45.45454407,13.488,6.742634,6.72043,6.659563,0,32.62856,13.05824,13.12422,6.539367,0,350.6879,431.5286,396.5054,239.7443,428.195,652.5711,652.912,387.1645,340.0471,233.7662354,33.71999,47.19844,47.04301,53.2765,39.52569,32.62856,26.11648,39.37266,45.77557,19.48052025,67.43997846,74.16896878,114.2473096,79.91475737,46.11330647,117.4628055,202.4027177,216.5496486,117.7086088,246.7532555,215.8079311,188.7937387,241.9354792,306.3399032,362.3188365,378.4912621,483.1548744,360.916081,307.3502562,435.0649505,438.35986,478.7269803,806.4515973,486.1481073,764.1633644,841.8167725,724.7323116,708.7079409,542.7674738,551.9480716,14828,14831,14880,15016,15180,15324,15316,15239,15292,15400
Danforth,066,66,44000,9305,1185,0.127350887,1.024195104,1354.15637,1.387273222,Yue (Cantonese),0.701933405,0.298066595,9310,500,535,505,370,430,550,725,785,735,715,630,550,625,540,410,280,180,135,90,10,10,41.8,41.6,71600,56300,71300,74600,9680,6760,9690,46400,40800,46800,53600,6650,5480,10000,0.6342711,0.3657289,1185000,1200000,1274,1120,840.251,901.0833,747.022,781.0153,1000.396,816.6076,590.6093,821.9449,1136.701,1297.552368,80.98805,40.49813,50.47446,40.05207,108.954,78.70917,68.90442,217.8649,217.8649,245.7485504,101.2351,111.3699,262.4672,100.1302,227.813,275.4821,383.8961,643.6918,643.6918,127.7892456,394.8168,404.9813,413.8906,290.3775,297.1474,393.5458,393.7395,505.0505,563.4081,226.0886688,10.12350678,10,10,10,9.904913,0,9.843489,0,0,0,141.7291,191.8029,290.3775,326.8621,196.7729,157.4958,118.8354,217.4558,192.3661,206.4287872,0,10.12453,10.09489,10.01302,9.904913,9.838646,9.843489,0,19.76871,19.6598835,394.8168,607.4719,181.7081,150.1953,287.2425,570.6415,580.7658,495.1476,385.4898,275.2383728,20.24701,40.49813,40.37957,30.03905,49.52456,39.35458,19.68698,49.51476,29.65306,49.14971161,70.86454534,141.7434425,161.5182776,80.10413536,79.23930131,157.4183335,108.2783742,99.0295116,158.1496434,245.7485545,323.9522073,354.3586062,373.5110169,430.5597276,495.2456332,629.673334,403.5830312,396.1180464,504.1019884,373.5378029,587.1633757,455.6039223,595.5986485,460.5987783,841.9175764,993.7032302,797.3225739,901.1685556,1037.857035,815.8852011,9878,9877,9906,9987,10096,10164,10159,10098,10117,10173
Playter Estates-Danforth,067,67,51200,7680,1095,0.142578125,1.007651479,1364.221364,1.696891391,Greek,0.71484375,0.28515625,7680,320,395,375,335,385,470,535,625,625,505,545,575,495,425,430,270,210,90,35,25,10,43.2,42.8,83900,62450,82700,84600,9820,6520,10100,49200,42400,47600,52800,7300,6040,10000,0.478737997,0.521262003,1604000,1510000,1456,1400,622.4874,492.8664,880.0311,849.6395,651.5906,941.4758,905.035,681.4091,1196.911,1365.275635,25.93697,90.79118,90.59143,51.49331,102.2103,114.5038,76.48183,77.14066,77.14066,412.1586914,259.3697,103.7614,194.1245,193.0999,140.5392,139.9491,407.9031,334.2762,334.2762,141.6795502,466.8655,518.8068,310.5992,193.0999,293.8546,445.2926,637.3486,527.1278,411.8404,321.9989624,0,0,0,0,25.55257,0,0,0,0,0,168.5903,129.4163,77.23996,76.65772,127.2265,89.22881,154.2813,167.3102,142.6719,231.8392639,0,0,0,25.74665,12.77629,25.44529,12.74697,12.85678,12.87001,25.75991821,350.1491,272.3735,116.4747,308.9598,255.5257,839.6946,382.4092,424.2736,347.4904,334.8789368,0,25.94034,38.8249,12.87333,25.55257,76.33588,89.22881,12.85678,51.48005,,12.96848679,90.79117784,90.59143336,77.23995695,140.539157,279.8982198,101.9757785,359.9897231,193.0501966,193.1993823,298.2751961,337.2243748,375.3073668,334.7064801,626.0380632,445.2926223,356.9152248,437.130378,643.5006553,450.7985587,829.9831543,894.9416102,698.8482002,888.2595049,958.2215253,1195.928757,1389.419982,938.5446352,810.8108256,824.3173645,7711,7710,7727,7768,7827,7860,7845,7778,7770,7764
North Riverdale,068,68,55600,11290,1433,0.126926484,0.988552667,694.7890819,1.28287577,Yue (Cantonese),0.743578388,0.255978742,11290,480,655,655,625,485,560,750,830,895,855,830,965,770,700,545,305,230,120,35,0,0,42.1,43.2,92800,68400,92100,92700,9020,7400,9680,54400,46800,52400,54400,5880,6000,9500,0.582059123,0.417940877,1616000,1510000,1560,1440,400.6541,536.6135,423.6584,545.0942,451.1155,595.7238,286.8382,445.7652,620.3474,657.4622192,98.11938,82.55593,58.14919,82.59003,90.2231,171.3726,114.7353,123.8237,123.8237,221.8934937,220.7686,206.3898,249.2108,222.9931,401.9029,310.1028,295.0336,140.3335,140.3335,123.2741623,351.5945,421.0352,340.5881,231.2521,278.8714,350.9058,278.6429,264.1572,239.8677,262.9848633,0,0,8,8,0,0,0,8.254911,0,8.218276978,163.5323,257.5179,198.216,147.6378,179.5332,122.9307,41.27456,74.44169,280.6902,73.96450043,0,0,16.61406,0,0,8.160601,0,8.254911,0,16.43655396,498.7735,371.5017,431.9655,330.3601,262.4672,456.9936,303.229,272.4121,504.5492,156.1472778,24.52984,16.51119,49.84217,41.29501,41.0105,40.803,16.39075,8.254911,24.8139,16.43655396,49.05969114,82.55592698,99.68433334,57.81301879,49.21259765,138.7302037,139.3214242,222.8826142,66.17039088,98.61933288,400.6541443,734.7477502,573.1849167,388.1731262,451.1154785,571.2420152,262.2520926,354.9612003,314.3093567,443.786998,678.6590608,627.4250451,714.4043889,569.8711853,565.944873,620.2056166,647.4348536,462.2750516,620.3474145,493.0966644,12230,12113,12038,12108,12192,12254,12202,12114,12090,12168
Blake-Jones,069,69,36800,7475,1085,0.145150502,1.0215,868.8203622,0.878223464,Yue (Cantonese),0.677591973,0.322408027,7480,365,465,425,360,460,505,545,580,665,535,535,555,440,310,320,180,125,45,55,10,0,39.9,40.4,63050,50200,63800,65900,11010,6560,10080,38400,34800,38000,45200,9500,5400,10000,0.541935484,0.458064516,1178000,1150000,1110,940,962.5,892.5204,819.3622,799.9,827.3648,893.4035,708.7865,626.4587,721.9775,984.3237305,75,62.85355,63.02786,99.9875,123.4873,97.90723,85.5432,61.41751,61.41751,85.0650177,150,188.5607,151.2669,199.975,74.09237,220.2913,244.4091,245.6701,245.6701,133.6735992,250,351.9799,289.9282,212.4734,333.4156,220.2913,329.9523,331.6546,293.6858,413.1729126,0,0,13,0,0,0,0,0,12.23691,12.15214443,150,163.8724,199.975,185.2309,122.384,61.10228,159.6855,134.606,163.4192,133.6735992,12.5,12.57071,50.42229,24.99688,24.69746,24.47681,24.44091,12.2835,24.47381,48.60857773,400,263.9849,264.717,212.4734,160.5335,281.4833,317.7319,159.6855,391.581,182.2821655,25,25.14142,0,24.99688,12.34873,48.95362,61.10228,24.56701,12.23691,36.45643616,125,100.5656841,50.42228816,149.9812546,123.4872846,159.099254,122.2045688,196.5360562,208.0274089,97.21715857,375,439.9748681,378.1671612,449.9437637,370.4618539,416.1057413,378.8341633,429.922623,330.396473,546.8465169,937.5,1156.505368,768.9398944,849.8937759,777.9698932,807.7346743,1002.077464,687.8761968,562.8976947,534.6943721,8000,7955,7933,8001,8098,8171,8183,8141,8172,8229
South Riverdale,070,70,48000,27815,3706,0.133237462,1.088913206,1182.795699,1.228548005,Yue (Cantonese),0.690275031,0.309545209,27820,1460,1315,1160,885,1195,2365,3155,2930,2485,2210,1915,1970,1405,1105,1010,545,395,200,100,15,0,39.9,38.8,74100,57800,74700,76900,9040,6760,10050,48800,42800,51200,56400,5640,5800,10000,0.571990559,0.428009441,1153000,1070000,1582,1510,775.7043,734.0445,827.1829,844.0303,1033.636,872.7967,738.7076,779.3704,1018.145,1124.937744,73.17966,83.1676,96.26698,133.6381,141.7361,129.5558,125.377,162.6512,162.6512,268.7904358,256.1288,325.4384,459.9422,400.9144,466.692,245.4741,379.5195,318.5253,318.5253,282.0640564,321.9905,354.3663,534.8165,327.0617,314.585,450.0358,484.5651,457.4565,346.1021,321.8848572,3.658982803,0,11,18,6.913956,0,0,6.777134,3.360215,3.318400621,219.539,174.7067,232.1083,134.8221,122.737,118.5998,101.657,161.2903,155.4873,146.0096283,7.317966,0,24.95811,31.65113,13.82791,20.45617,10.1657,6.777134,20.16129,9.955201149,783.0223,542.3974,534.8165,429.0487,570.4014,531.8605,464.2337,420.1823,719.086,301.9744568,62.20271,61.47171,78.43976,91.43661,82.96747,71.5966,74.54848,71.1599,70.56451,89.59681702,113.4284636,112.0954647,160.4449634,112.5373698,134.822133,204.5617247,193.1483124,243.9768279,168.0107571,219.014428,325.64946,433.9179278,306.6281523,355.1960734,411.3803545,450.0357943,467.6222299,426.9594488,332.6612991,325.2032416,801.3172107,759.3563737,738.0468316,629.5059122,739.7932426,637.5507085,921.6901923,826.8103612,749.3279768,597.3120765,27330,27655,28047,28435,28927,29331,29511,29511,29760,30135
